21/11/2024 17:10:28,10XxhTRQfecPrZLRWoKpTEij7W0rOW5Tw3rDwkzxePD8,Si,Si,Critico,Si,No,Si,Critico
21/11/2024 17:10:53,1a88-xciGI5Llpzs8Q4F3y2d5gollg-PaQ45ojBnd8tM,Si,Si,Alto,Si,Si,Si,Critico
